centro	actividad	quien	importe	date
SERVICIO DE INSTALACIONES DEPORTIVAS	MATERIAL DE FERRETERÍA PARA EL CDM TORRERO	MAINFER-SA	74.03	14/11/16
SERVICIO DE TRAMITACIÓN DE ASUNTOS JUDICIALES	CUENTA SUPLIDOS Y DERECHOS  PROCURADOR  JF 76/13 AP DEFENSA POLICIA 1387	ELSA-TERESA BODIN LANGARICA	73.93	29/07/16
SERVICIO DE CULTURA	SACO ARENA Y PALE MADERA PARA PATRIMONIO	GARROS-Y-OLMOS-SL	73.93	30/12/16
SERVICIO DE INSTALACIONES DEPORTIVAS	MATERIAL DE FONTANERÍA PARA EL CDM SAN JUAN	SALTOKI SUMINISTROS ZARAGOZA S.L.	73.85	29/08/16
CASA DE AMPARO	CARTELES INDICADORES	MANUFACTURAS-MEDRANO-SA	73.81	18/05/16
SERVICIO DE TALLERES Y BRIGADAS DE ARQUITECTURA	REPARACIÓN Y MANTENIMIENTO PERIFÉRICOS Y CHAPA MATERIAL TRANSPORTE 2	AUTO-INDUSTRIAL-SL	73.81	07/10/16
SERVICIO DE INSTALACIONES DEPORTIVAS	MATERIAL DE LIMPIEZA PARA EL CDM DELICIAS	BLAROZAR-SL	73.79	04/07/16
SERVICIO DE INSTALACIONES DEPORTIVAS	MATERIAL DE FONTANERÍA PARA EL CDM DELICIAS	SALTOKI SUMINISTROS ZARAGOZA S.L.	73.76	20/05/16
EQUIPAMIENTOS INSTALACIONES	EXTRACTOR BAÑO	SALTOKI SUMINISTROS ZARAGOZA S.L.	73.68	23/11/16
SERVICIO DE CIUDAD INTELIGENTE	Material mantenimiento limpieza	SHUFERR-CIAL-SL	73.66	24/02/17
OFICINA TECNICA DEL MAYOR	TALLER DE INICIACION A LA MUSICA ENERO-FEBRERO CC.MIRALBUENO	AGRUP-FOLC-ARAG-NOBLEZA-BAT-SL	73.59	07/04/16
OFICINA TECNICA DEL MAYOR	DEMOSTRACION TALLERES SALUD Y CALIDAD VIDA CC.PEÑAFLOR	ASOC. CULT. CREACTIVA	73.59	01/07/16
OFICINA TECNICA DEL MAYOR	DEMOSTRACION TALLERES  SALUD Y CALIDAD DE VIDA CC.MONTAÑANA	LUCIA REULA BAQUERO	73.59	01/07/16
OFICINA TECNICA DEL MAYOR	EXHIBICION TALLER MUSICA CC.RIO EBRO	MONICA ROMERO TERREL	73.59	12/07/16
OFICINA TECNICA DEL MAYOR	MONTAJE EXPOSICION FIN DE CURSO  INDUMENT.ARAGONESA  CC.TORRERO	ASOC-CULT-MUJERES-A.G.U.A.	73.59	27/07/16
SERVICIO DE INSTALACIONES DEPORTIVAS	MANTENIMIENTO DE CONTENEDORES HIGIÉNICOS DEL CDM GARRAPINILLOS - NOV.-DIC.15	SERVICIOS CONTENEDORES HIGIEN. SANITAR. S.A.	73.57	05/05/16
SERVICIO DE INSTALACIONES DEPORTIVAS	MANTENIMIENTO DE CONTENEDORES HIGIÉNICOS DEL CDM GARRAPINILLOS - SEP.-OCT.16	SERVICIOS CONTENEDORES HIGIEN. SANITAR. S.A.	73.57	29/12/16
SERVICIO DE INSTALACIONES DEPORTIVAS	MANTENIMIENTO DE CONTENEDORES HIGIÉNICOS DEL CDM GARRAPINILLOS - MAY.-JUN.16	SERVICIOS CONTENEDORES HIGIEN. SANITAR. S.A.	73.57	30/09/16
SERVICIO DE INSTALACIONES DEPORTIVAS	MANTENIMIENTO DE CONTENEDORES HIGIÉNICOS DEL CDM GARRAPINILLOS - MAR.-ABR.16	SERVICIOS CONTENEDORES HIGIEN. SANITAR. S.A.	73.57	05/10/16
SERVICIO DE INSTALACIONES DEPORTIVAS	MANTENIMIENTO DE CONTENEDORES HIGIÉNICOS DEL CDM GARRAPINILLOS - ENE.-FEB.16	SERVICIOS CONTENEDORES HIGIEN. SANITAR. S.A.	73.57	05/05/16
SERVICIO DE TALLERES Y BRIGADAS DE ARQUITECTURA	MATERIALES Y HERRAMIENTAS BRIGADAS EQUIPAMIENTOS 2	PINTURA-Y-FERRETERIA-CANDELAS-SL	73.54	28/12/16
CICLO INTEGRAL DEL AGUA	Material de ferretería industrial para reparaciones en Planta Potabilizadora	FERRETERIA-ARIES-SA	73.5	28/12/16
SERVICIO DE INSTALACIONES DEPORTIVAS	PRODUCTOS PARA LA ZONA VERDE DEL CDM CIUDAD JARDÍN	VICENTE VERON JOVEN	73.48	16/06/16
SERVICIO DE JUVENTUD	ALBARAN  F-86999	DROGUERIA Y LIMPIEZA S.A.	73.33	27/01/17
SERVICIO DE JUVENTUD	ALBARAN F-77218 TOALLA Z-Z ECOPASTA 2H PQ-200 C/20	DROGUERIA Y LIMPIEZA S.A.	73.33	14/11/16
SERVICIO DE INSTALACIONES DEPORTIVAS	REPUESTOS PARA EL ESCARIFICADOR DE LA BRIGADA DE MANTENIMIENTO	AGROGARDEN SLL	73.33	05/12/16
INSTITUTO MUNICIPAL DE SALUD PÚBLICA	REACTIVO DE LABORATORIO F-Q I. Factura Electrónica: 7061286529	VWR INTERNATIONAL EUROLAB S.L.	73.33	28/11/16
CASA DE AMPARO	MAT. SANITARIO	OSCA MEDICAL S.L	73.24	12/07/16
SERVICIO DE INSTALACIONES DEPORTIVAS	MATERIAL DE LIMPIEZA PARA EL CDM LA JOTA	BLAROZAR-SL	73.21	04/07/16
DIRECCIÓN DE LA AGENCIA DE MEDIO AMBIENTEY SOSTENIBILIDAD	FOTOCOPIADORA RICOH  COPIAS A4 B/N COLOR (25/2/16 A 29/03/16)	SOLITIUM S.L.	73.18	12/05/16
SERVICIO DE TALLERES Y BRIGADAS DE ARQUITECTURA	MANTENIMIENTO INTEGRAL DE VEHÍCULOS	AUTO ALSAY SL	73.18	05/07/16
CICLO INTEGRAL DEL AGUA	Material de pintura para trabajos de mantenimiento en Planta Potabilizadora	FERRETERIA-ARIES-SA	73.01	25/07/16
OFICINA TECNICA DEL MAYOR	MANTENIMIENTO ALFOMBRA JASPEADA CC. P.LAIN ENTRALGO	SERVICIOS CONTENEDORES HIGIEN. SANITAR. S.A.	72.93	12/04/16
OFICINA TECNICA DEL MAYOR	MANTENIMIENTO ALFOMBRA JASPEADA 1/7-30/9 CC.P.LAIN ENTRALGO	SERVICIOS CONTENEDORES HIGIEN. SANITAR. S.A.	72.93	27/12/16
OFICINA TECNICA DEL MAYOR	MANTENIMIENTO ALFOMBRA JASPEADA CC.P.LAIN ENTRALGO	SERVICIOS CONTENEDORES HIGIEN. SANITAR. S.A.	72.93	07/06/16
SERVICIO DE INSTALACIONES DEPORTIVAS	MATERIAL ELÉCTRICO PARA EL CDM ACTUR	ELECTRICID-FERNANDO-MILLAN-SL	72.91	27/04/16
SERVICIO DE INSTALACIONES DEPORTIVAS	PINTURA PARA EL CDM SAN JUAN	INDUSTRIAS-JUNO-SA	72.91	26/07/16
SERVICIO DE TALLERES Y BRIGADAS DE ARQUITECTURA	MATERIALES Y HERRAMIENTAS BRIGADAS EQUIPAMIENTOS 2	MATERIALES-CONSTR-EXPOCANAL-SL	72.84	29/12/16
SERVICIO CONTRA INCENDIOS, DE SALVAMENTO Y PROTECCIÓN CIVIL	FIBRA OCEAN MADERAS	OCEAN-MADERAS-S.P.	72.79	18/05/16
SERVICIO CONTRA INCENDIOS, DE SALVAMENTO Y PROTECCIÓN CIVIL	PIEZAS MADERA OCEAN MADERAS	OCEAN-MADERAS-S.P.	72.79	22/11/16
SERVICIO DE INSTALACIONES DEPORTIVAS	MATERIAL DE FERRETERÍA PARA EL CDM GRAN VÍA-SALDUBA	COMERCIAL VIÑAS	72.72	30/09/16
SERVICIO DE IGUALDAD	FOTOGRAFIAS INAGURACIÓN EXPOSICIÓN EMPODERADAS - DÍA INTNAL. CONTRA LA VIOLENCIA	RAMON COMET CORTES	72.6	02/02/17
SERVICIO DE EDUCACIÓN	TINTE MAYOTS DANZA - CONSERVATORIO DE DANZA	LIMPIEZAS-DE-TEXTILES-SA	72.6	30/12/16
SERVICIO CONTRA INCENDIOS, DE SALVAMENTO Y PROTECCIÓN CIVIL	ANGULOS CHAPA FADISMETAL	FADISMETAL-PM S.L	72.6	27/12/16
SERVICIO DE CENTROS CÍVICOS	AL FESTIVAL  CARTELES  C.C. LA ALMOZARA	SERGLOEVEN ARAGON S.L	72.6	15/12/16
SERVICIO CONTRA INCENDIOS, DE SALVAMENTO Y PROTECCIÓN CIVIL	LIMPIADOR NEUMATICOS, NEUMATICOS MARTINEZ	NEUMATICOS-J-M-MARTINEZ-SA	72.6	24/11/16
SERVICIO DE CULTURA	REPARACIÓN PERSIANA BLOQUEADA TORREÓN FORTEA	ANGEL LOPEZ DOMINGUEZ	72.6	05/12/16
SERVICIO DE JUVENTUD	MASTER CLASS TWERK ENZONA JOVEN PILAR 2016	ASOCIACION BAILE Y ANIMACION	72.6	24/11/16
S. SOCIALES COMUNITARIOS	REVISION SISTEMA SEGURIDAD	DASIT-SA	72.6	25/11/16
S. SOCIALES COMUNITARIOS	CORREA TRACCION DESBROZADORA	DAVID-ANTONIO GRACIA MAULEON	72.6	05/10/16
SERVICIO DE TALLERES Y BRIGADAS DE ARQUITECTURA	MATERIALES Y HERRAMIENTAS BRIGADAS EQUIPAMIENTOS 2	VICTOR-MANUEL NAVARRO GONZALEZ	72.6	30/09/16
SERVICIO CONTRA INCENDIOS, DE SALVAMENTO Y PROTECCIÓN CIVIL	REPARACION LINTERNA ACM IT, S.L.	ACM LT, S.L.	72.6	30/09/16
SERVICIO DE PARQUES Y JARDINES	REVISION SISTEMA DE SEGURIDAD	DASIT-SA	72.6	07/07/16
SERVICIO DE JUVENTUD	PARTICIPACIÓN DE GRUPOS EN LA MUESTRA DEL TEATRO PRINCIPAL	ASOCIACION BAILE Y ANIMACION	72.6	17/08/16
S. SOCIALES COMUNITARIOS	UNIDADES HIGIENICAS AZULES CMSS DELICIAS	RENTOKIL-INITIAL-SA	72.6	26/07/16
SERVICIO DE CENTROS CÍVICOS	TALLER SALON DEL COMIC C.C. CASETAS	ASOC.CULTURAL MALAVIDA, AMIGOS DEL TEBEO	72.6	26/05/16
S. SOCIALES COMUNITARIOS	GUANTES LATEX ALBERGUE	BLAROZAR-SL	72.6	17/05/16
INSTITUTO MUNICIPAL DE SALUD PÚBLICA	REVISIÓN INSTRUMENTO LABORATORIO F-Q I	IBERSYSTEM-SA	72.6	09/06/16
SERVICIO DE CENTROS CÍVICOS	DISEÑO CARTEL VIDAS Y RUTAS C.C. UNIVERSIDAD	E-M-LINZA-PREEDICCION-SERVI-SL	72.6	12/05/16
INSTITUTO MUNICIPAL DE SALUD PÚBLICA	MATERIAL FUNIGIBLE LABORATORIO MICROBIOLOGIA II	VWR INTERNATIONAL EUROLAB S.L.	72.6	30/03/16
SERVICIO DE TALLERES Y BRIGADAS DE ARQUITECTURA	MANTENIMIENTO INTEGRAL DE VEHÍCULOS	AUTO-INDUSTRIAL-SL	72.6	26/04/16
ZARAGOZA ACTIVA	ATREZZO PREMIO EUROCITIES 2016	ANTE TODO FUTURVER S.L.	72.6	03/02/17
SERVICIO DE PARQUES Y JARDINES	Alarma	DASIT-SA	72.6	24/01/17
SERVICIO DE INSTALACIONES DEPORTIVAS	MATERIAL DE FERRETERÍA PARA EL CDM LA GRANJA	MAINFER-SA	72.58	29/12/16
UNIDAD DE GESTIÓN DE PATRIMONIO RÚSTICO	PAGO ALFARDA 2016 PARCELA 141 POLIGONO 173 EN GARRAPINILLOS	SINDICATO-RIEGOS-GARRAPINILLOS	72.5	17/03/16
INSTITUTO MUNICIPAL DE SALUD PÚBLICA	REACTIVOS DE LABORATORIO	JAVIER-SOLANAS-LABOARAGON-SL	72.49	28/10/16
SERVICIO DE INSTALACIONES DEPORTIVAS	REPUESTOS PARA MAQUINARIA DE JARDÍN DEL CDM CASETAS	DAVID-ANTONIO GRACIA MAULEON	72.48	25/01/17
SERVICIO DE INSTALACIONES DEPORTIVAS	MATERIAL DE FERRETERÍA PARA EL CDM LA GRANJA	FERRETERIA-ROYMAR-SL	72.48	26/08/16
SERVICIO CONTRA INCENDIOS, DE SALVAMENTO Y PROTECCIÓN CIVIL	REPUESTOS VEHICULOS HINEUMAJ	HINEUMAJ-SL	72.45	23/02/16
SERVICIO DE INSTALACIONES DEPORTIVAS	MATERIAL DE LIMPIEZA PARA EL CDM ALMOZARA	BLAROZAR-SL	72.45	04/07/16
SERVICIO DE TALLERES Y BRIGADAS DE ARQUITECTURA	MATERIALES Y HERRAMIENTAS BRIGADAS EQUIPAMIENTOS 2	TORNILLERA-ARAGONESA-SA	72.43	14/07/16
CASA DE AMPARO	TERMINAL TELEFONICO	01DIRECT INTERNACIONAL S.L.	72.42	23/01/17
DIRECCIÓN DE ORGANIZACIÓN, EFICIENCIA Y RELACIONES CON LOS CIUDADANOS	CONSUMIBLES DE INFORMATICA	SOLITIUM S.L.	72.41	22/11/16
SERVICIO DE INSTALACIONES DEPORTIVAS	MATERIAL DE FERRETERÍA PARA EL CDM ALBERTO MAESTRO	FERRETERIA-ARIES-SA	72.38	21/10/16
JUNTA VECINAL LA CARTUJA	J.V. LA CARTUJA BAJA. BOLIGRAFOS CONCURSO AVES	YOLANDA MILLAN RUIZ	72.31	17/10/16
CMSS LAS FUENTES	REVISION DE PRECIOS PROYECTO EDUCATIVO DE LUDOTECA ESCONDECUCAS. EXPTE. 0402513/16	TRAZGO-SERVICIOS-SOCIALES-SL	72.3	24/06/16
SERVICIO DE TALLERES Y BRIGADAS DE ARQUITECTURA	MATERIALES Y HERRAMIENTAS BRIGADAS EQUIPAMIENTOS 2	TORNILLERA-ARAGONESA-SA	72.29	28/12/16
SERVICIO ADMINISTRATIVO DE ECONOMIA	Gastos envíos mensajería mayo	MUNDI-EXPRESS-ARAGON-SL	72.26	01/07/16
UNIDAD DE INVENTARIO Y GESTIÓN PATRIMONIAL	GARAJE DR. PALOMAR 4 DPDO. GARAJE 24 CUOTA SEGUNDO SEMESTRE 2016	CDAD. PROP. DR. PALOMAR 4 DPO.	72.26	23/11/16
UNIDAD DE INVENTARIO Y GESTIÓN PATRIMONIAL	DR. PALOMAR 4 DPDO. GARAJE 25 CUOTA SEGUNDO SEMESTRE 2016	CDAD. PROP. DR. PALOMAR 4 DPO.	72.26	23/11/16
UNIDAD DE INVENTARIO Y GESTIÓN PATRIMONIAL	DR. PALOMAR 4 DPDO. GARAJE 26 CUOTA SEGUNDO SEMESTRE 2016	CDAD. PROP. DR. PALOMAR 4 DPO.	72.26	23/11/16
UNIDAD DE INVENTARIO Y GESTIÓN PATRIMONIAL	DR. PALOMAR 4 DPDO. GARAJE 27 CUOTA SEGUNDO SEMESTRE 2016	CDAD. PROP. DR. PALOMAR 4 DPO.	72.26	23/11/16
UNIDAD DE INVENTARIO Y GESTIÓN PATRIMONIAL	GARAJE DR. PALOMAR 4 DPDO. GARAJE 23 SEGUNDO SEMESTRE 2016	CDAD. PROP. DR. PALOMAR 4 DPO.	72.26	23/11/16
S. SOCIALES COMUNITARIOS	REVISION PRECIOS CTL ESCONDECUCAS	TRAZGO-SERVICIOS-SOCIALES-SL	72.24	04/05/16
SERVICIO DE INSTALACIONES DEPORTIVAS	REPARACIÓN DE LA DESBROZADORA DEL CDM LA GRANJA	TALLERES-SAMPIETRO-SA	72.2	21/10/16
SERVICIO DE JUVENTUD	SERVICIOS PRESTADOS EN EL TUNEL VERSION Z5 FESTIVAL MUSICA	SECURITAS-SEGURIDAD-ESPAÑA-SA	72.16	20/04/16
SERVICIO DE CULTURA	REVISIÓN SISTEMA SEGURIDAD EN LA LONJA	DASIT-SA	72.15	12/04/16
SERVICIO DE INSTALACIONES DEPORTIVAS	MATERIALES DE JARDINERÍA PARA EL CDM DELICIAS	TALLERES-SAMPIETRO-SA	72.01	04/08/16
SERVICIO DE INSTALACIONES DEPORTIVAS	ABONO PARA LA ZONA VERDE DEL CDM PEÑAFLOR	EBRO-JARDIN-ARAGON-SA	72.01	19/08/16
SERVICIO DE JUVENTUD	FOTOS Y DIBUJOS PARA EL BOLETIN DEL CIPAJ 2016	MARTA PARRA LOPEZ	72	10/01/17
SERVICIO DE JUVENTUD	FOTOS Y DIBUJOS PARA EL BOLETÍN DEL CIPAJ 2016	ANDREA TOLOSA TOLOSA COTORÉ	72	28/12/16
SERVICIO DE JUVENTUD	INICIACION ARTES ESCÉNICAS. TEATRO CJ SANTA ISABLE CODIGOS 009/1/1	ENTABAN-SERVICIOS-SC	72	30/08/16
SERVICIO DE JUVENTUD	MUESTRAS DANZA-JAZZ 2016, 1ª SESIÓN	ENTABAN-SERVICIOS-SC	72	30/08/16
SERVICIO DE JUVENTUD	MUESTRA DANZA-JAZZ 2016, 2ª SESIÓN	ENTABAN-SERVICIOS-SC	72	30/08/16
SERVICIO DE JUVENTUD	CORO JUVENIL CODIGO 074/3  I.E.S PABLO GARGALLO	DIVERTIMUSICA EDUACIÓN Y SERVICIOS, S.L.	72	01/07/16
SERVICIO DE JUVENTUD	BAILE MODERNO. CÓDIGO 012/BLOQUE 3 CJ LAS FUENTES	DIVERTIMUSICA EDUACIÓN Y SERVICIOS, S.L.	72	01/07/16
SERVICIO DE JUVENTUD	FORMACIÓN INFORMÁTICA PARA JÓVENES 054/3 PIEE PILAR LORENGAR	ASOC. DE INFORMATICOS TRINIT	72	27/07/16
SERVICIO DE JUVENTUD	CURSO DE PIANO Y TECLADOS CODI. 011/5 I.E.S. GRANDE COVIAN	DIVERTIMUSICA EDUACIÓN Y SERVICIOS, S.L.	72	29/07/16
SERVICIO DE JUVENTUD	DANZA JAZZ COD. 108 BLOQUE 3	ALTABAN-SERVICIOS-SC	72	29/07/16
SERVICIO DE JUVENTUD	CURSO DE FORMACION EN INFORMATICA PARA JOVENES 068/2	ASOC. DE INFORMATICOS TRINIT	72	11/07/16
SERVICIO DE JUVENTUD	CURSO DE FORMACION EN INFORMATICA PARA JOVENES 089/3	ASOC. DE INFORMATICOS TRINIT	72	11/07/16
SERVICIO DE JUVENTUD	CURSO DE FORMACION EN INFORMATICA PARA JOVENES 87/3	ASOC. DE INFORMATICOS TRINIT	72	11/07/16
SERVICIO DE JUVENTUD	CURSO DE FORMACION EN INFORMATICA PARA JOVENES 090/3	ASOC. DE INFORMATICOS TRINIT	72	11/07/16
SERVICIO DE JUVENTUD	CURSO DE FORMACIÓN EN INFORMÁTICA PARA JOVENS  135/2 IES TIEMPOS MODERNOS	ASOC. DE INFORMATICOS TRINIT	72	11/07/16
SERVICIO DE JUVENTUD	CORO JUVENIL Codigo 127/3	DIVERTIMUSICA EDUACIÓN Y SERVICIOS, S.L.	72	12/07/16
SERVICIO DE JUVENTUD	CORO JUVENIL Codigo 127/5	DIVERTIMUSICA EDUACIÓN Y SERVICIOS, S.L.	72	12/07/16
SERVICIO DE JUVENTUD	BAILE MODERNO. Codigo 012/bloque 4	DIVERTIMUSICA EDUACIÓN Y SERVICIOS, S.L.	72	12/07/16
SERVICIO DE JUVENTUD	CURSO DE PIANO Y TECLADOS CODI. 011/4 EN  I.E.S. GRANDE COVIAN	DIVERTIMUSICA EDUACIÓN Y SERVICIOS, S.L.	72	12/07/16
SERVICIO DE JUVENTUD	CORO JUVENIL Codigo 127/4	DIVERTIMUSICA EDUACIÓN Y SERVICIOS, S.L.	72	12/07/16
SERVICIO DE JUVENTUD	CURSO DE FORMACION EN INFORMATICA PARA JOVENES 045/2	ASOC. DE INFORMATICOS TRINIT	72	19/12/16
SERVICIO DE JUVENTUD	CURSO DE FORMACION EN INFORMATICA PARA JOVENES 060_2/1	ASOC. DE INFORMATICOS TRINIT	72	19/12/16
SERVICIO DE JUVENTUD	CURSO PIANO Y TECLADOS.  COD. 068/3 PIEE MIGUEL DE MOLINOS	ASOC. DE INFORMATICOS TRINIT	72	17/08/16
SERVICIO DE JUVENTUD	CURSO DE FORMACIÓN EN INFORMÁTICA PARA JOVENS  087/4 PIEE MIGUEL CATALÁN	ASOC. DE INFORMATICOS TRINIT	72	17/08/16
SERVICIO DE JUVENTUD	ACTIVIDADES EDUCATIVAS CÓDIGO 121 CANTO. BLOQUE 5	ALTABAN-SERVICIOS-SC	72	28/07/16
SERVICIO DE JUVENTUD	ACTIVIDAD EDUDATIVA  CÓDIGO 033 CORTOMETRAJES BLOQUE 3	ALTABAN-SERVICIOS-SC	72	28/07/16
SERVICIO DE JUVENTUD	ACTVIDAD EDUCATIVA CÓDIGO 156 FUNKY BLOQUE 1	ALTABAN-SERVICIOS-SC	72	28/07/16
SERVICIO DE JUVENTUD	CURSO INFORMATICA PARA JÓVENES 028_2/1 PIEE AZUCARERA	ASOC. DE INFORMATICOS TRINIT	72	26/07/16
SERVICIO DE JUVENTUD	CURSO DE FORMACIÓN EN INFORMÁTICA PARA JOVENS  045/4 EN PIEE ÍTACA	ASOC. DE INFORMATICOS TRINIT	72	26/07/16
SERVICIO DE JUVENTUD	CURSOS INFORMÁTICA PARA JÓVENES  013/4	ASOC. DE INFORMATICOS TRINIT	72	26/07/16
SERVICIO DE JUVENTUD	CURSOS INFORMÁTICA PARA JÓVENES  014/4 PIEE PARQUE GOYA	ASOC. DE INFORMATICOS TRINIT	72	26/07/16
SERVICIO DE JUVENTUD	CURSOS INFORMÁTICA PARA JÓVENES  060_3/1	ASOC. DE INFORMATICOS TRINIT	72	26/07/16
SERVICIO DE JUVENTUD	PIANO Y TECLADOS CÓDIGO 095/4 PIEE MIGUEL DE MOLINOS	DIVERTIMUSICA EDUACIÓN Y SERVICIOS, S.L.	72	18/08/16
SERVICIO DE JUVENTUD	CORO JUVENIL CODIGO 074/4  I.E.S PABLO GARGALLO	DIVERTIMUSICA EDUACIÓN Y SERVICIOS, S.L.	72	18/08/16
SERVICIO DE JUVENTUD	CURSOS INFORMÁTICA PARA JÓVENES  135/3 IES TIEMPOS MODERNOS	ASOC. DE INFORMATICOS TRINIT	72	26/07/16
SERVICIO DE JUVENTUD	CORO JUVENIL CODIGO 074/2  I.E.S PABLO GARGALLO	DIVERTIMUSICA EDUACIÓN Y SERVICIOS, S.L.	72	19/05/16
SERVICIO DE JUVENTUD	CORO JUVENIL CODIGO 127/1 PIEE AVEMPACE	DIVERTIMUSICA EDUACIÓN Y SERVICIOS, S.L.	72	19/05/16
SERVICIO DE JUVENTUD	BAILE MODERNO. CCÓDIGO 012/BLOQUE 2 CJ LAS FUENTES	DIVERTIMUSICA EDUACIÓN Y SERVICIOS, S.L.	72	19/05/16
SERVICIO DE JUVENTUD	CURSO PIANO Y TECLADOS.  COD. 095/2 PIEE MIGUEL DE MOLINOS	DIVERTIMUSICA EDUACIÓN Y SERVICIOS, S.L.	72	13/05/16
SERVICIO DE JUVENTUD	PIANO Y TECLADOS CÓDIGO 095/3 PIEE MIGUEL DE MOLINOS	DIVERTIMUSICA EDUACIÓN Y SERVICIOS, S.L.	72	28/06/16
SERVICIO DE JUVENTUD	PIANO Y TECLADOS CÓDIGO 011/3 I.E.S. GRANDE COVIAN	DIVERTIMUSICA EDUACIÓN Y SERVICIOS, S.L.	72	28/06/16
SERVICIO DE JUVENTUD	CORO JUVENIL CODIGO 127/2  PIEE AVEMPACE	DIVERTIMUSICA EDUACIÓN Y SERVICIOS, S.L.	72	28/06/16
SERVICIO DE JUVENTUD	ACTIVIDADES EDUCATIVAS A TRAVES DEL BANCO COD. ACT. 121 CANTO	ALTABAN-SERVICIOS-SC	72	22/06/16
SERVICIO DE JUVENTUD	CURSO DE FORMACIÓN EN INFORMÁTICA PARA JOVENS  148/1 IES RIO GÁLLEGO	ASOC. DE INFORMATICOS TRINIT	72	21/06/16
SERVICIO DE JUVENTUD	CURSO DE FORMACIÓN EN INFORMÁTICA PARA JOVENS  045/3 EN PIEE ÍTACA	ASOC. DE INFORMATICOS TRINIT	72	21/06/16
SERVICIO DE JUVENTUD	ACTIVIDADES EDUCATIVAS A TRAVES DEL BANCO COD. ACT. 019 FUNKY	ALTABAN-SERVICIOS-SC	72	21/06/16
SERVICIO DE JUVENTUD	ACTIVIDADES EDUCATIVAS A TRAVES DEL BANCO COD. ACT. 008 DANZA JAZZ	ALTABAN-SERVICIOS-SC	72	21/06/16
SERVICIO DE JUVENTUD	ACTIVIDADES EDUCATIVAS CÓDIGO 121 CANTO. BLOQUE 2	ALTABAN-SERVICIOS-SC	72	06/04/16
SERVICIO DE JUVENTUD	ACTIVIDAD EDUCATIVA. CÓDIGO 008 DANZA JAZZ BLOQUE 3	ALTABAN-SERVICIOS-SC	72	06/04/16
SERVICIO DE JUVENTUD	CANTO. CÓDIGO 121. BLOQUE 2	ALTABAN-SERVICIOS-SC	72	20/04/16
SERVICIO DE JUVENTUD	CORTOMETRAJES. CÓDIGO 033 BLOQUE 2	ALTABAN-SERVICIOS-SC	72	20/04/16
SERVICIO DE JUVENTUD	DANZA JAZZ. CODIGO 108  BLOQUE 2	ALTABAN-SERVICIOS-SC	72	20/04/16
SERVICIO DE JUVENTUD	TENIS DE MESA. CÓDIGO 078 BLOQUE 2	ALTABAN-SERVICIOS-SC	72	20/04/16
SERVICIO DE JUVENTUD	INICIACIÓN A  LA DANZA. FUNKY IES FELIX DE AZARA CODIF. 040/1	ENTABAN-SERVICIOS-SC	72	05/04/16
SERVICIO DE JUVENTUD	INICIACIÓN A LA MÚSICA. GUITARRA .  CJ LAS FUENTES.   CÓD.007/3	ENTABAN-SERVICIOS-SC	72	05/04/16
SERVICIO DE JUVENTUD	INICIACIÓN A  LA DANZA. FUNKY IES PIGNATELLI.  CÓD. 021/1	ENTABAN-SERVICIOS-SC	72	05/04/16
SERVICIO DE JUVENTUD	INICIACIÓN A  LA DANZA. FUNKY IES FELIX DE AZARA CODIF. 041/1	ENTABAN-SERVICIOS-SC	72	05/04/16
SERVICIO DE JUVENTUD	INICIACIÓN A LA DANZA, FUNKY. IEES MIGUEL CATALÁN. CÓDI. 055/1	ENTABAN-SERVICIOS-SC	72	05/04/16
SERVICIO DE JUVENTUD	INICIACIÓN A LA MÚSICA. GUITARRA. IES RIO GÁLLEGO.  COD. 061/1	ENTABAN-SERVICIOS-SC	72	05/04/16
SERVICIO DE JUVENTUD	INICIACIÓN A  LA DANZA. FUNKY IES PILAR LORENGAR.  CÓDIGO 064/1	ENTABAN-SERVICIOS-SC	72	05/04/16
SERVICIO DE JUVENTUD	CURSO DE FORMACIÓN EN INFORMÁTICA PARA JOVENS 087/2 IES MIGUEL CATALAN	ASOC. DE INFORMATICOS TRINIT	72	05/04/16
SERVICIO DE JUVENTUD	CURSO DE FORMACIÓN EN INFORMÁTICA PARA JOVENS  135/1  IES TIEMPOS MODERNOS	ASOC. DE INFORMATICOS TRINIT	72	06/05/16
SERVICIO DE JUVENTUD	ACTIVIDADES DE INFORMÁTICA PARA JÓVENES 028_1/1	ASOC. DE INFORMATICOS TRINIT	72	06/05/16
SERVICIO DE JUVENTUD	CURSOS INFORMÁTICA PARA JÓVENES  014/3	ASOC. DE INFORMATICOS TRINIT	72	06/05/16
SERVICIO DE JUVENTUD	CURSOS INFORMÁTICA PARA JÓVENES  054/2	ASOC. DE INFORMATICOS TRINIT	72	06/05/16
SERVICIO DE JUVENTUD	CURSOS INFORMÁTICA PARA JÓVENES 090/2	ASOC. DE INFORMATICOS TRINIT	72	06/05/16
SERVICIO DE JUVENTUD	CURSOS INFORMÁTICA PARA JÓVENES 089/2	ASOC. DE INFORMATICOS TRINIT	72	06/05/16
SERVICIO DE JUVENTUD	CURSOS INFORMÁTICA PARA JÓVENES  013/3	ASOC. DE INFORMATICOS TRINIT	72	06/05/16
SERVICIO DE JUVENTUD	DANZA JAZZ. CODIGO 053 BLOQUE 2	ALTABAN-SERVICIOS-SC	72	20/04/16
SERVICIO DE JUVENTUD	DANZA JAZZ. CÓDIGO 053. BLOQUE 1	ALTABAN-SERVICIOS-SC	72	02/03/16
